ራሔል ዮሓንስ ባጠቃላይ ስንት አልበሞችን ለቋል	answer ( count ( A ) , አልበም_ስም ( ራሔል_ዮሓንስ , A ) )
የሻምበል በላይነህ ያስተሰርያል የሚለው የአልበም ስም በውስጡ ስንት ዘፈኖች አሉት	answer ( count ( A ) , አልበም_ስም ( ሻምበል_በላይነህ , ያስተሰርያል ), አርዕስት ( ያስተሰርያል , A ) )
አለማየሁ ገላጋይ የጻፈው ዝጓራ የሚባለው መጸሃፍ በውስጡ ስንት ገጾች አሉት	answer ( A , ደራሲ ( አለማየሁ_ገላጋይ ) , ድርሰት ( አለማየሁ_ገላጋይ , ዝጓራ ) , ገጾች ( ዝጓራ , A ) )
የቴዲ አፍሮ የሙዚቃ ስልት ምን ተብሎ ይጠራል	answer ( A , ሙዚቃ_ስልት ( ቴዲ_አፍሮ , A ) )
ኢትዮጵያ በዩኔስኮ አለም አቀፍ ቅርስ ያስመዘገበቻቸው ታሪካዊ ቦታውች ስንት ናቸው	answer ( A , ታሪካዊ_ቦታ ( A ) , መገኛ_ሀገር ( A , ኢትዮጵያ ) , ተመዘገበ( A , ዩኔስኮ_አለም_አቀፍ_ቅርስ ) )
ለሕትመት የበቁ የፍስሃ በላይ ይማም መጻህፎች ስንት ናቸው	answer ( A , ደራሲ ( ፍስሃ_በላይ_ይማም ) , ድርሰት ( ፍስሃ_በላይ_ይማም , A ) )
እንደ አባት የሚለውን ፊልም ፕሮድዩስ ያደረገው ማነው	answer ( A , ፕሮድዩሰር ( A ) , ፊልም ( A , እንደ_አባት ) )
ሙሾ በከንቱ የሚለውን መጸሃፍ የተረጎመው ማነው	answer ( A , ደራሲ ( A ) , ድርሰት ( A , ድንግል_ፍቅር ) , መጸሃፍ_አይነት ( ድንግል_ፍቅር , ትርጉም_መጸሃፍ ) )
ሐይልየ ታደሰ ሬጌ የሙዚቃ ስልት ይጫወት ነበር	answer ( ? , ዘፋኝ ( ሐይልየ_ታደሰ ) , ሙዚቃ_ስልት ( ጃኖ_ባንድ , ሬጌ ) )
በአይናለም መጻህፍት መደብር የሚከፋፈሉ የታሪክ መጸሃፍቶችን ጥቀስ	answer ( A , መጸሃፍ_አይነት ( A , ታሪክ_መጸሃፍ ) , ዋና_ማከፋፋያ ( A , አይናለም_መጻህፍት_መደብር ) )
ከባድ ሚዛን የሚለው ፊልም ላይ ሰላም ተስፋየ ተውናለች	answer ( ? , ተዋናይ ( ሰላም_ተስፋየ ) , ፊልም ( ሰላም_ተስፋየ , ከባድ_ሚዛን ) )
ሰላም ዘርአይ የሲዳማ ቡና እግርኳስ ክለብ ዋና አሰልጣኝ ነው	answer ( ? , ዋና_አሰልጣኝ ( ሲዳማ_ቡና_ክለብ , ሰላም_ዘርአይ ) )
የእናት ልብ የሚለው ፊልም ላይ ሰላም ተስፋየ ተውናለች	answer ( ? , ተዋናይ ( ሰላም_ተስፋየ ) , ፊልም ( ሰላም_ተስፋየ , የእናት_ልብ ) )
እንዳንቺ ቃል የሚለው ፊልም ላይ ሰላም ተስፋየ ተውናለች	answer ( ? , ተዋናይ ( ሰላም_ተስፋየ ) , ፊልም ( ሰላም_ተስፋየ , እንዳንቺ_ቃል ) )
የቴዲ አፍሮ ልዩ ሰው የሚለው የአልበም ስም በውስጡ ስንት ዘፈኖች አሉት	answer ( count ( A ) , አልበም_ስም ( ቴዲ_አፍሮ , ልዩ_ሰው ), አርዕስት ( ልዩ_ሰው , A ) )
ባንዳፍ የሚለውን ፊልም ፕሮድዩስ ያደረገው ማነው	answer ( A , ፕሮድዩሰር ( A ) , ፊልም ( A , ባንዳፍ ) )
የኪሮስ ዓለማየሁ ያዘፋፈን ስልት ምን ተብሎ ይጠራል	answer ( A , ዘፋኝ ( ኪሮስ_ዓለማየሁ ) , ሙዚቃ_ስልት ( ጃኖ_ባንድ , A ) )
ከዘፋኞች መካከል ብዙ አልበም በመስራት ባህሩ ቀኜ የሚበልጥው ማነው	answer ( C , አልበም_ስም ( ባህሩ_ቀኜ , A ) , ዘፋኝ ( C ) , አልበም_ስም ( C , B ) , ይበልጣል ( count ( A ) , count ( B ) ) )
የደራሲ ገብረሃና ገብረማሪያም የትርጉም መጸሃፍቶችን ተናገር	answer ( A , ደራሲ ( ገብረሃና_ገብረማሪያም ) , ድርሰት ( ገብረሃና_ገብረማሪያም , B ) , መጸሃፍ_አይነት ( B , ትርጉም_መጸሃፍ ) )
ቴና ገብረሚካኤል የተወነባቸው ፊልሞችን ጥቀስ	answer ( A , ተዋናይ ( ቴና_ገብረሚካኤል ) , ፊልም ( ቴና_ገብረሚካኤል , A ) )
ከተዋናዮች መካከል ብዙ ፊልም በመስራት ፍሬው አበበ የሚበልጥው ማነው	answer ( C , ፊልም ( ፍሬው_አበበ , A ) , ተዋናይ ( C ) , ፊልም ( C , B ) , ይበልጣል ( count ( A ) , count ( B ) ) )
የበቀል መንገድ የሚለው ፊልም ላይ ራሄል ግርማ ተውናለች	answer ( ? , ተዋናይ ( ራሄል_ግርማ ) , ፊልም ( ራሄል_ግርማ , የበቀል_መንገድ ) )
ዮዲት መንግስቱ ያልተከፈለ የሚለው ፊልም ላይ ተውኗል	answer ( ? , ተዋናይ ( ዮዲት_መንግስቱ ) , ፊልም ( ዮዲት_መንግስቱ , ያልተከፈለ ) )
ዊንታ ታደሰ ያልተከፈለ የሚለው ፊልም ላይ ተውኗል	answer ( ? , ተዋናይ ( ዊንታ_ታደሰ ) , ፊልም ( ዊንታ_ታደሰ , ያልተከፈለ ) )
ናርዶስ አዳነ ምን ምን ፊልሞችን ሰርቷል	answer ( A , ተዋናይ ( ናርዶስ_አዳነ ) , ፊልም ( ናርዶስ_አዳነ , A ) )
የደራሲ በዓሉ ግርማ የትርጉም መጸሃፍቶችን ተናገር	answer ( A , ደራሲ ( በዓሉ_ግርማ ) , ድርሰት ( በዓሉ_ግርማ , B ) , መጸሃፍ_አይነት ( B , ትርጉም_መጸሃፍ ) )
የበቀል መንገድ የሚለው ፊልም ላይ ይገረም ደጀኔ ተውናለች	answer ( ? , ተዋናይ ( ይገረም_ደጀኔ ) , ፊልም ( ይገረም_ደጀኔ , የበቀል_መንገድ ) )
ሸዊት ከበደ ምን ምን ፊልሞችን ሰርቷል	answer ( A , ተዋናይ ( ሸዊት_ከበደ ) , ፊልም ( ሸዊት_ከበደ , A ) )
ኦሞ ብሄራዊ ፓርክ የሚገኘው ማይጨው ነው	answer ( ? , መገኛ_ቦታ ( ሻሸመኔ_ስምጥ_ሸለቆ , ማይጨው ) )
በአልበም ብዛት ታምራት ደስታ ከጌታቸው ጋዲሳ ይበልጣል	answer ( ? , አልበም_ስም ( ታምራት_ደስታ , A ) , አልበም_ስም ( ጌታቸው_ጋዲሳ , B ) , ይበልጣል ( count ( A ) , count ( B ) ) )
ደራሲ እዮብ ጌታሁን ዲግሪ ያሳበደው የሚለውን መጸሃፍ ጽፈዋል	answer ( ? , ደራሲ ( እዮብ_ጌታሁን ) , ድርሰት ( እዮብ_ጌታሁን , ዲግሪ_ያሳበደው ) )
አንፋታም የሚለው ፊልም በ2009 ነው የተለቀቀው	answer ( ? , ፊልም ( አንፋታም ) , የተለቀቀበት_ጊዜ ( አንፋታም , 2009 ) )
የመከላከያ ዋና አሰልጣኝ ማነው	answer ( A , ዋና_አሰልጣኝ ( መከላከያ , A ) )
ለልጅ እዳ የሚለው ፊልም መቸ ነው የተለቀቀው	answer ( A , ፊልም ( ለልጅ_እዳ ) , የተለቀቀበት_ጊዜ ( ለልጅ_እዳ , A ) )
መስፍን ሃይለኢየሱስ የተወነባቸው ፊልሞችን ስንት ናቸው	answer ( count ( A ) , ተዋናይ ( መስፍን_ሃይለኢየሱስ ) , ፊልም ( መስፍን_ሃይለኢየሱስ , A ) )
የአዲስ አበባ ሃብታም የሚለው ፊልም ላይ የተወኑት እነማናቸው	answer ( A , ተዋናይ ( A ) , ፊልም ( A , የአዲስ_አበባ_ሃብታም ) )
ተዘራ ኃይለ ሚካኤል ኦርጋን የሚባለውን የሙዚቃ መሳሪያ ይጫወታል	answer ( ? , ዘፋኝ ( ተዘራ_ኃይለ_ሚካኤል ) , ሙዚቃ_መሳሪያ ( ኦርጋን ) , ተጨዋች ( ተዘራ_ኃይለ_ሚካኤል , ኦርጋን ) )
በፊልም ትወና ብዛት ፍርያት በርሂ ከካሳሁን ፍሰሃ ይበልጣል	answer ( ? , ፊልም ( ፍርያት_በርሂ , A ) , ፊልም ( ካሳሁን_ፍሰሃ , B ) , ይበልጣል ( count ( A ) , count ( B ) ) )
ጉና ተራራ ጉና ተራራ በከፍታ ይበልጣል	answer ( ? , ከፍታ ( ጉና_ተራራ , A ) , ከፍታ ( ጉና_ተራራ , B ) , ይበልጣል ( A , B ) )
ያይኔ አበባ የሚባለው የፍቅር መጸሃፍ ዋና አከፋፋዮቹ እነማን ናቸው	answer ( A , መጸሃፍ_አይነት ( ያይኔ_አበባ , ፍቅር_መጸሃፍ ) , ዋና_ማከፋፋያ ( ያይኔ_አበባ , A ) )
ላንተ ስል የሚለውን ፊልም ፕሮድዩስ ያደረገው ማነው	answer ( A , ፕሮድዩሰር ( A ) , ፊልም ( A , ላንተ_ስል ) )
7ቱ ቀናቶች በሃኖስ ፊልም ፕሮዳክሽን ነው የተዘጋጀው	answer ( ? , ፊልም ( 7ቱ_ቀናቶች ) , ፕሮዳክሽን ( 7ቱ_ቀናቶች , ሃኖስ_ፊልም_ፕሮዳክሽን ) )
ውስጣችን የሚለውን ፊልም የደረሰው ማነው	answer ( A , ደራሲ ( A ) , ፊልም ( A , ውስጣችን ) )
ትኩሳት አጭር ልብወለድ ድርሰት መቸ ታተመ	answer ( A , መጸሃፍ_አይነት ( ኅሊና_ደወል , አጭር_ልብወለድ ) , የታተመባት_ጊዜ ( ኅሊና_ደወል , A ) )
ለማ ገብረ ሕይወት የሚጫወታችውን የሙዚቃ መሳሪያወችን ተናገር	answer ( A , ዘፋኝ ( ለማ_ገብረ_ሕይወት ) , ሙዚቃ_መሳሪያ ( A ) , ተጨዋች ( ለማ_ገብረ_ሕይወት , A ) )
ሲሳይ አብርሀም የማን እግርኳስ ክለብ ስራ አስኪያጅ ነው	answer ( A , ስራ_አስኪያጅ ( A , ሲሳይ_አብርሀም ) , ፉትቦል_ክለብ ( A ) )
ልለይ ደመወዝ ፕሮድዩስ ያደረጋቸውን ፊልሞችን ዘርዝር	answer ( A , ፕሮድዩሰር ( ልለይ_ደመወዝ ) , ፊልም ( ልለይ_ደመወዝ , A ) )
ሀረር የኦሮሚያ ክልል ዋና ከተማ ነች	answer ( ? , ዋና_ከተማ ( ኦሮሚያ_ክልል , ሀረር ) )
ጥላሁን ገሠሠ ኦርጋን የሚባለውን የሙዚቃ መሳሪያ ይጫወታል	answer ( ? , ዘፋኝ ( ጥላሁን_ገሠሠ ) , ሙዚቃ_መሳሪያ ( ኦርጋን ) , ተጨዋች ( ጥላሁን_ገሠሠ , ኦርጋን ) )
የሰው ወርቅ የሚለው ፊልም ላይ የተወኑት እነማናቸው	answer ( A , ተዋናይ ( A ) , ፊልም ( A , የሰው_ወርቅ ) )
እግረ መንገድን የጻፈው ተስፋዬ ገሠሠ ነው	answer ( ? , ደራሲ ( ስብሐት_ገብረእግዚአብሔር ) , ድርሰት ( ስብሐት_ገብረእግዚአብሔር , እግረ_መንገድ ) )
ተውልኝ በሃኖስ ፊልም ፕሮዳክሽን ነው የተዘጋጀው	answer ( ? , ፊልም ( ተውልኝ ) , ፕሮዳክሽን ( ተውልኝ , ሃኖስ_ፊልም_ፕሮዳክሽን ) )
ጎንደር ከተማ ስፖርት ክለብ የተመሰረተበት ቦታ የህዝብ ብዛት ስንት ነው	answer ( A , ምስረታ_ቦታ ( ጎንደር_ከተማ_ክለብ , B ) , ህዝብ_ብዛት ( B , A ) )
ደራሲ በዓሉ ግርማ ዲግሪ ያሳበደው የሚለውን መጸሃፍ ጽፈዋል	answer ( ? , ደራሲ ( በዓሉ_ግርማ ) , ድርሰት ( በዓሉ_ግርማ , ዲግሪ_ያሳበደው ) )
አዜብ ወንደሰን ምን ምን ፊልሞችን ሰርቷል	answer ( A , ተዋናይ ( አዜብ_ወንደሰን ) , ፊልም ( አዜብ_ወንደሰን , A ) )
ቦንቡ ፍቅር የሚለውን ፊልም ፕሮድዩስ ያደረገው ማነው	answer ( A , ፕሮድዩሰር ( A ) , ፊልም ( A , ቦንቡ_ፍቅር ) )
ዮዲት መንግስቱ ምን ምን ፊልሞችን ሰርቷል	answer ( A , ተዋናይ ( ዮዲት_መንግስቱ ) , ፊልም ( ዮዲት_መንግስቱ , A ) )
እናት ናት በሃኖስ ፊልም ፕሮዳክሽን ነው የተዘጋጀው	answer ( ? , ፊልም ( እናት_ናት ) , ፕሮዳክሽን ( እናት_ናት , ሃኖስ_ፊልም_ፕሮዳክሽን ) )
ተመስገን መላኩ የተወነባቸው ፊልሞችን ስንት ናቸው	answer ( count ( A ) , ተዋናይ ( ተመስገን_መላኩ ) , ፊልም ( ተመስገን_መላኩ , A ) )
ሳማ የሚለውን ፊልም ዳይሬክት ያደረገው ማነው	answer ( A , ዳይሬክተር ( A ) , ፊልም ( A , ሳማ ) )
በምን እንግባባ የሚለው ፊልም በ2009 ነው የተለቀቀው	answer ( ? , ፊልም ( በምን_እንግባባ ) , የተለቀቀበት_ጊዜ ( በምን_እንግባባ , 2009 ) )
አበበች ደራራ የሚጫወታችውን የሙዚቃ መሳሪያወችን ተናገር	answer ( A , ዘፋኝ ( አበበች_ደራራ ) , ሙዚቃ_መሳሪያ ( A ) , ተጨዋች ( አበበች_ደራራ , A ) )
የመልስ ምት የሚለው ፊልም መቸ ነው የተለቀቀው	answer ( A , ፊልም ( የመልስ_ምት ) , የተለቀቀበት_ጊዜ ( የመልስ_ምት , A ) )
ገነት ንጋቱ ምን ምን ፊልሞችን ሰርቷል	answer ( A , ተዋናይ ( ገነት_ንጋቱ ) , ፊልም ( ገነት_ንጋቱ , A ) )
ሻምበል በላይነህ አልበም ሰርቷል	answer ( ? , ዘፋኝ ( ሻምበል_በላይነህ ) , አልበም_ስም ( ሻምበል_በላይነህ , A ) )
የደራሲ ተስፋዬ ገብረአብ የትርጉም መጸሃፍቶችን ተናገር	answer ( A , ደራሲ ( ተስፋዬ_ገብረአብ_ ) , ድርሰት ( ተስፋዬ_ገብረአብ_ , B ) , መጸሃፍ_አይነት ( B , ትርጉም_መጸሃፍ ) )
ደበበ እሸቱ ጋዜጠኛ ነው	answer ( ? , ጋዜጠኛ ( ደበበ_እሸቱ ) )
ሙዚቀኛው ንዋይ ደበበ የት ነው የተወለደው	answer ( A , ዘፋኝ ( ንዋይ_ደበበ ) , የተወለደበት_ክልል ( A , አማራ_ክልል ) )
ቴወድሮስ ለገሰ ምን ምን ፊልሞችን ሰርቷል	answer ( A , ተዋናይ ( ቴወድሮስ_ለገሰ ) , ፊልም ( ቴወድሮስ_ለገሰ , A ) )
ለሕትመት የበቁ የአጥናፍሰገድ መጻህፎች ስንት ናቸው	answer ( A , ደራሲ ( አጥናፍሰገድ ) , ድርሰት ( አጥናፍሰገድ , A ) )
ባንች የመጣ የሚለውን ፊልም ዳይሬክት ያደረገው ማነው	answer ( A , ዳይሬክተር ( A ) , ፊልም ( A , ባንች_የመጣ ) )
ሌላ ቀን በሃኖስ ፊልም ፕሮዳክሽን ነው የተዘጋጀው	answer ( ? , ፊልም ( ሌላ_ቀን ) , ፕሮዳክሽን ( ሌላ_ቀን , ሃኖስ_ፊልም_ፕሮዳክሽን ) )
ማስረሻ ደጊ ምን ምን ፊልሞችን ሰርቷል	answer ( A , ተዋናይ ( ማስረሻ_ደጊ_ ) , ፊልም ( ማስረሻ_ደጊ_ , A ) )
እንዳይወጣ የሚለው ፊልም በ2009 ነው የተለቀቀው	answer ( ? , ፊልም ( እንዳይወጣ ) , የተለቀቀበት_ጊዜ ( እንዳይወጣ , 2009 ) )
ፌርማታ የሚለውን ፊልም ዳይሬክት ያደረገው ማነው	answer ( A , ዳይሬክተር ( A ) , ፊልም ( A , ፌርማታ ) )
የእጅጋየሁ ሽባባው ባህሌን የሚለው አልበም በውስጡ የያዛቸውን አርስቶች ጥቀስ	answer ( A , አልበም_ስም ( እጅጋየሁ_ሽባባው , ባህሌን ), አርዕስት ( ባህሌን , A ) )
የግርማ በየነ የሙዚቃ ስልት ምን ተብሎ ይጠራል	answer ( A , ሙዚቃ_ስልት ( ግርማ_በየነ , A ) )
አርቲስት መራዊ ዮሓንስ መች ተወለደ	answer ( A , ዘፋኝ ( መራዊ_ዮሓንስ ) , የተወለደበት_ጊዜ ( መራዊ_ዮሓንስ , A ) )
የሰላማዊት ገብሩ ባለቤት ማን ትባላለች	answer ( A , ዘፋኝ ( ሰላማዊት_ገብሩ ) , ባለቤት ( ሰላማዊት_ገብሩ , A ) )
ኦሮማይ የሚባለው የአናሲሞስ ነሲብ መጸሃፍ መቸ ነው የታተመው	answer ( A , ደራሲ ( አናሲሞስ_ነሲብ ) , ድርሰት ( አናሲሞስ_ነሲብ , ኦሮማይ ) , የታተመባት_ጊዜ ( ኦሮማይ , A ) )
አቋራጭ የሚለው ፊልም ላይ ሰላም ተስፋየ ተውናለች	answer ( ? , ተዋናይ ( ሰላም_ተስፋየ ) , ፊልም ( ሰላም_ተስፋየ , አቋራጭ ) )
የተጣለ ሮማንቲክ ፊልም አይነት ነው	answer ( ? , ፊልም ( A ) , ፊልም_አይነት ( የተጣለ , ሮማንቲክ ) )
የዮሴፍ ገብሬ ያዘፋፈን ስልት ምን ተብሎ ይጠራል	answer ( A , ዘፋኝ ( ዮሴፍ_ገብሬ ) , ሙዚቃ_ስልት ( ጃኖ_ባንድ , A ) )
በኢትዮጵያ የሚገኙ የክልል ከተሞችን ዘርዝር	answer ( A , መገኛ_ሀገር ( B , ኢትዮጵያ ) , ዋና_ከተማ ( B , A ) )
ገብሩ ደስታ የሚጫወታችውን የሙዚቃ መሳሪያወችን ተናገር	answer ( A , ዘፋኝ ( ገብሩ_ደስታ ) , ሙዚቃ_መሳሪያ ( A ) , ተጨዋች ( ገብሩ_ደስታ , A ) )
ፓፓራዚው የሚለው ፊልም ላይ ስንት ተዋናዮች ተሳትፈዋል	answer ( count ( A ) , ተዋናይ ( A ) , ፊልም ( A , ፓፓራዚው ) )
ሙሃመድ አህመድ የዘፈናቸው የአንባሰል ቅኝት ዘፈኖችን ጥቀስ	answer ( A , ዘፋኝ ( ሙሃመድ_አህመድ ) , ቅኝት ( አንባሰል ) , የሚጫወቱት_ቅኝት ( ሙሃመድ_አህመድ , አንባሰል ), ዘፈኖች ( ሙሃመድ_አህመድ , A ) )
በፌደራል መንግስት የሚተዳደሩ ብሄራዊ ፓርክ ስንት ናቸው	answer ( count ( A ) , ብሄራዊ_ፓርክ ( A ) , የሚተዳደር ( A , ፌደራል_መንግስት ) )
የሸዋንዳኘው ሃይሉ ጂጂ የሚለው አልበም በውስጡ የያዛቸውን አርስቶች ጥቀስ	answer ( A , አልበም_ስም ( ሸዋንዳኘው_ሃይሉ , ጂጂ ), አርዕስት ( ጂጂ , A ) )
ብሩክ ባህሩ የተወነባቸው ፊልሞችን ጥቀስ	answer ( A , ተዋናይ ( ብሩክ_ባህሩ ) , ፊልም ( ብሩክ_ባህሩ , A ) )
ሰራዊት ፍቅሬ ምን ምን ፊልሞችን ሰርቷል	answer ( A , ተዋናይ ( ሰራዊት_ፍቅሬ ) , ፊልም ( ሰራዊት_ፍቅሬ , A ) )
በ2010 የተለቀቁ ፊልሞችን ስንት ናቸው	answer ( count ( A ) , ፊልም ( A ) , የተለቀቀበት_ጊዜ ( A , 2010 ) )
ከየደራሲው ማሰታወሻ የሚባለው የበእውቀቱ ስዩም መጸሃፍ መቸ ታተመ	answer ( A , ደራሲ ( እውቀቱ_ስዩም ) , ድርሰት ( እውቀቱ_ስዩም , የደራሲው_ማሰታወሻ ) , የታተመበተ_ጊዜ ( የደራሲው_ማሰታወሻ , A ) )
ለሕትመት የበቁ የኅሩይ ወልደሥላሴ መጻህፎች ስንት ናቸው	answer ( A , ደራሲ ( ኅሩይ_ወልደሥላሴ ) , ድርሰት ( ኅሩይ_ወልደሥላሴ , A ) )
ደራሲ ጌታቸው አብዲ ዲግሪ ያሳበደው የሚለውን መጸሃፍ ጽፈዋል	answer ( ? , ደራሲ ( ጌታቸው_አብዲ ) , ድርሰት ( ጌታቸው_አብዲ , ዲግሪ_ያሳበደው ) )
አራጋው በዳሶ ስንት አልበሞችን ሰራ	answer ( count ( A ) , አልበም_ስም ( አራጋው_በዳሶ , A ) )
መቀሌ የአፋር ክልል ዋና ከተማ ነች	answer ( ? , ዋና_ከተማ ( አፋር_ክልል , መቀሌ ) )
የበቀል መንገድ የሚለው ፊልም ላይ ወንደሰን ብርሃኑ ተውናለች	answer ( ? , ተዋናይ ( ወንደሰን_ብርሃኑ ) , ፊልም ( ወንደሰን_ብርሃኑ , የበቀል_መንገድ ) )
ከሰማኸኝ በለው ጋር አብረው የሰሩ የቡድን ባንድ ዘርዝር	answer ( A , ቡድን_ባንድ ( A ) , አብሮ_መስራት ( ሰማኸኝ_በለው , A ) )
ባልወስዳት የሚለውን ፊልም ፕሮድዩስ ያደረገው ማነው	answer ( A , ፕሮድዩሰር ( A ) , ፊልም ( A , ባልወስዳት ) )
የንዋይ ደበበ ባለቤት ማን ትባላለች	answer ( A , ዘፋኝ ( ንዋይ_ደበበ ) , ባለቤት ( ንዋይ_ደበበ , A ) )
ዳዊት ላቀው ዳይሬክት ያደረጋቸውን ፊልሞችን ዘርዝር	answer ( A , ዳይሬክተር ( ዳዊት_ላቀው ) , ፊልም ( ዳዊት_ላቀው , A ) )
የፈሪ ጀግና ሮማንቲክ ፊልም አይነት ነው	answer ( ? , ፊልም ( A ) , ፊልም_አይነት ( የፈሪ_ጀግና , ሮማንቲክ ) )
አምሳል ምትኬ አልበም ሰርቷል	answer ( ? , ዘፋኝ ( አምሳል_ምትኬ ) , አልበም_ስም ( አምሳል_ምትኬ , A ) )
ኢትዮጵያ ውስጥ የሚገኙ ሴት የደንቆሮዎች ቲያትርችን ዘርዝር	answer ( A , ደራሲ ( A ) , ትውልድ_ሀገር ( A , ኢትዮጵያ ) , ጾታ ( A , ሴት ) )
የትናየት ታምራት ምን ምን ፊልሞችን ሰርቷል	answer ( A , ተዋናይ ( የትናየት_ታምራት ) , ፊልም ( የትናየት_ታምራት , A ) )
የአሰፋ አባተ የትውልድ ቦታ የት ነው	answer ( A , ዘፋኝ ( አሊ_ቢራ ) , የተውለድ_ቦታ ( አሰፋ_አባተ , A ) )
ህሌና ጌታቸው ያልተከፈለ የሚለው ፊልም ላይ ተውኗል	answer ( ? , ተዋናይ ( ህሌና_ጌታቸው ) , ፊልም ( ህሌና_ጌታቸው , ያልተከፈለ ) )
ኦሮማይን የጻፈው ስብሐት ገብረ እግዚአብሔር ነው	answer ( ? , ደራሲ ( ስብሐት_ገብረእግዚአብሔር ) , ድርሰት ( ስብሐት_ገብረእግዚአብሔር , ኦሮማይ ) )
አልደወለም ሮማንቲክ ፊልም አይነት ነው	answer ( ? , ፊልም ( A ) , ፊልም_አይነት ( አልደወለም , ሮማንቲክ ) )
አዋሳ ከነማ ስታድየም የስታድየም አይነቱ ሳር ነው	answer ( ? , ስታድየም_አይነት ( አዋሳ_ከነማ_ስታድየም , ሳር ) )
የአያሌው መስፍን የሙዚቃ ስልት ምን ተብሎ ይጠራል	answer ( A , ሙዚቃ_ስልት ( አያሌው_መስፍን , A ) )
የሀዋሳ ከተማ ስራ አስኪያጅ ማነው	answer ( A , ስራ_አስኪያጅ ( ሀዋሳ_ከተማ , A ) )
ትግል ለትዳሬ የሚለው ፊልም መቸ ነው የተለቀቀው	answer ( A , ፊልም ( ትግል_ለትዳሬ ) , የተለቀቀበት_ጊዜ ( ትግል_ለትዳሬ , A ) )
የጥበቡ ወርቅዬ የሙዚቃ ስልት ምን ተብሎ ይጠራል	answer ( A , ሙዚቃ_ስልት ( ጥበቡ_ወርቅዬ , A ) )
የበቀል መንገድ በነጎድጓድ ፊልም ፕሮዳክሽን ነው የተዘጋጀው	answer ( ? , ፊልም ( የበቀል_መንገድ ) , ፕሮዳክሽን ( የበቀል_መንገድ , ነጎድጓድ_ፊልም_ፕሮዳክሽን ) )
ሰማኸኝ በለው ኦርጋን የሚባለውን የሙዚቃ መሳሪያ ይጫወታል	answer ( ? , ዘፋኝ ( ሰማኸኝ_በለው ) , ሙዚቃ_መሳሪያ ( ኦርጋን ) , ተጨዋች ( ሰማኸኝ_በለው , ኦርጋን ) )
ያለ ባል የሚለውን ፊልም የደረሰው ማነው	answer ( A , ደራሲ ( A ) , ፊልም ( A , ያለ_ባል ) )
ቀለምና ቀሚስ ሮማንቲክ ፊልም አይነት ነው	answer ( ? , ፊልም ( A ) , ፊልም_አይነት ( ቀለምና_ቀሚስ , ሮማንቲክ ) )
በረከት ወረደ ዳይሬክት ያደረጋቸውን ፊልሞችን ዘርዝር	answer ( A , ዳይሬክተር ( በረከት_ወረደ ) , ፊልም ( በረከት_ወረደ , A ) )
አርቲስት እጅጋየሁ ሽባባው መቸ ነው የሞተው	answer ( A , አርቲስት ( እጅጋየሁ_ሽባባው ) , የሞተበት_ጊዜ ( እጅጋየሁ_ሽባባው , A ) )
ፍቅር ትቅደም የሚለውን ፊልም ዳይሬክት ያደረገው ማነው	answer ( A , ዳይሬክተር ( A ) , ፊልም ( A , ፍቅር_ትቅደም ) )
ሀገር ስጪኝ የሚለውን ፊልም ፕሮድዩስ ያደረገው ማነው	answer ( A , ፕሮድዩሰር ( A ) , ፊልም ( A , ሀገር_ስጪኝ ) )
የአስቴር አወቀ ጊዜ ሚዛን የሚለው የአልበም ስም መቸ ተለቀቀ	answer ( A , አልበም_ስም ( አስቴር_አወቀ , ጊዜ_ሚዛን ) , የተለቀቀበት_ጊዜ ( ጊዜ_ሚዛን , A ) )
የበቀል መንገድ የሚለው ፊልም ላይ ኤፍሬም ታደሰ ተውናለች	answer ( ? , ተዋናይ ( ኤፍሬም_ታደሰ ) , ፊልም ( ኤፍሬም_ታደሰ , የበቀል_መንገድ ) )
የተጣለ የሚለው ፊልም ላይ የተወኑት እነማናቸው	answer ( A , ተዋናይ ( A ) , ፊልም ( A , የተጣለ ) )
ቅዱስ ጊዮርጊስ ስፖርት ክለብ በ1935 17ኛ ነው የወጣው	answer ( ? , ደረጃ_1935 ( ቅዱስ_ጊዮርጊስ_ክለብ , 17ኛ ) )
ከዘፋኞች መካከል ብዙ አልበም በመስራት ሜሪ አርምዴ የሚበልጥው ማነው	answer ( C , አልበም_ስም ( ሜሪ_አርምዴ , A ) , ዘፋኝ ( C ) , አልበም_ስም ( C , B ) , ይበልጣል ( count ( A ) , count ( B ) ) )
እግረ መንገድ የሚለው መጻህፍ ደረሲው ማነው	answer ( A , ደራሲ ( A ) , ድርሰት ( A , እግረ_መንገድ ) )
ታሪኩ በቀለ ስታድየም መቸ ተገነባ	answer ( A , ግንባታ_ቀን ( ታሪኩ_በቀለ_ስታድየም , A ) )
ሰመመን የሚለውን ፊልም ዳይሬክት ያደረገው ማነው	answer ( A , ዳይሬክተር ( A ) , ፊልም ( A , ሰመመን ) )
ሀ እና ለ የሚለውን ፊልም ዳይሬክት ያደረገው ማነው	answer ( A , ዳይሬክተር ( A ) , ፊልም ( A , ሀ_እና_ለ ) )
ፈንጅ ወረዳ የሚለው ፊልም መቸ ነው የተለቀቀው	answer ( A , ፊልም ( ፈንጅ_ወረዳ ) , የተለቀቀበት_ጊዜ ( ፈንጅ_ወረዳ , A ) )
